,disease,disease_label_doid,taxon_doid,taxon_label_doid,symptom,symptom_label,tax_id
353,http://purl.obolibrary.org/obo/MONDO_0017876,Venezuelan hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_45219,Guanarito mammarenavirus,,,45219
354,http://purl.obolibrary.org/obo/MONDO_0017876,Venezuelan hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_45219,Guanarito mammarenavirus,http://purl.obolibrary.org/obo/HP_0000421,Epistaxis,45219
355,http://purl.obolibrary.org/obo/MONDO_0017876,Venezuelan hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_45219,Guanarito mammarenavirus,http://purl.obolibrary.org/obo/HP_0000132,Menorrhagia,45219
356,http://purl.obolibrary.org/obo/MONDO_0017876,Venezuelan hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_45219,Guanarito mammarenavirus,http://purl.obolibrary.org/obo/HP_0002248,Hematemesis,45219
357,http://purl.obolibrary.org/obo/MONDO_0017876,Venezuelan hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_45219,Guanarito mammarenavirus,http://purl.obolibrary.org/obo/HP_0001324,Muscle weakness,45219
358,http://purl.obolibrary.org/obo/MONDO_0017876,Venezuelan hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_45219,Guanarito mammarenavirus,http://purl.obolibrary.org/obo/HP_0002249,Melena,45219
359,http://purl.obolibrary.org/obo/MONDO_0019553,drug-induced localized lipodystrophy,http://purl.obolibrary.org/obo/ECTO_0000509,exposure to drug,,,
360,http://purl.obolibrary.org/obo/MONDO_0005992,trichinosis,http://purl.obolibrary.org/obo/NCBITaxon_6333,Trichinella,,,6333
361,http://purl.obolibrary.org/obo/MONDO_0005992,trichinosis,http://purl.obolibrary.org/obo/NCBITaxon_6333,Trichinella,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,6333
362,http://purl.obolibrary.org/obo/MONDO_0005992,trichinosis,http://purl.obolibrary.org/obo/NCBITaxon_6333,Trichinella,http://purl.obolibrary.org/obo/HP_0001880,Eosinophilia,6333
363,http://purl.obolibrary.org/obo/MONDO_0005772,geotrichosis,http://purl.obolibrary.org/obo/NCBITaxon_27317,,,,27317
364,http://purl.obolibrary.org/obo/MONDO_0000307,parasitic Ichthyosporea infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_127916,Ichthyosporea,,,127916
365,http://purl.obolibrary.org/obo/MONDO_0005114,pneumococcal infection,http://purl.obolibrary.org/obo/NCBITaxon_1313,Streptococcus pneumoniae,,,1313
366,http://purl.obolibrary.org/obo/MONDO_0005660,Avulavirus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_260963,Avulavirus,,,260963
367,http://purl.obolibrary.org/obo/MONDO_0005855,molluscum contagiosum,http://purl.obolibrary.org/obo/NCBITaxon_10279,Molluscum contagiosum virus,,,10279
368,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11608,,,,11608
369,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11608,,http://purl.obolibrary.org/obo/HP_0000622,Blurred vision,11608
370,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11608,,http://purl.obolibrary.org/obo/HP_0003418,Back pain,11608
371,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11608,,http://purl.obolibrary.org/obo/HP_0002615,Hypotension,11608
372,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11599,,,,11599
373,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11599,,http://purl.obolibrary.org/obo/HP_0000622,Blurred vision,11599
374,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11599,,http://purl.obolibrary.org/obo/HP_0003418,Back pain,11599
375,http://purl.obolibrary.org/obo/MONDO_0000283,Korean hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11599,,http://purl.obolibrary.org/obo/HP_0002615,Hypotension,11599
376,http://purl.obolibrary.org/obo/MONDO_0020501,Crimean-Congo hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11593,,,,11593
377,http://purl.obolibrary.org/obo/MONDO_0020501,Crimean-Congo hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11593,,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,11593
378,http://purl.obolibrary.org/obo/MONDO_0020501,Crimean-Congo hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11593,,http://purl.obolibrary.org/obo/HP_0003418,Back pain,11593
379,http://purl.obolibrary.org/obo/MONDO_0020501,Crimean-Congo hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11593,,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,11593
380,http://purl.obolibrary.org/obo/MONDO_0020501,Crimean-Congo hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11593,,http://purl.obolibrary.org/obo/HP_0000967,Petechiae,11593
381,http://purl.obolibrary.org/obo/MONDO_0005608,varicella zoster infection,http://purl.obolibrary.org/obo/NCBITaxon_10335,Human alphaherpesvirus 3,,,10335
382,http://purl.obolibrary.org/obo/MONDO_0044345,Schistosoma mansoni infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_6183,Schistosoma mansoni,,,6183
383,http://purl.obolibrary.org/obo/MONDO_0005677,Rickettsia conorii infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_781,Rickettsia conorii,,,781
384,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,36087
385,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/MONDO_0001357,hypochromic anemia (disease),36087
386,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,,,36087
387,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/HP_0001931,Hypochromic anemia,36087
388,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/HP_0002035,Rectal prolapse,36087
389,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/MONDO_0001517,dysentery,36087
390,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/HP_0001880,Eosinophilia,36087
391,http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/HP_0001510,Growth delay,36087
392,http://purl.obolibrary.org/obo/MONDO_0005850,milker's nodule,http://purl.obolibrary.org/obo/NCBITaxon_129726,Pseudocowpox virus,http://purl.obolibrary.org/obo/HP_0002716,Lymphadenopathy,129726
393,http://purl.obolibrary.org/obo/MONDO_0005850,milker's nodule,http://purl.obolibrary.org/obo/NCBITaxon_129726,Pseudocowpox virus,,,129726
394,http://purl.obolibrary.org/obo/MONDO_0000989,mumps infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11161,Mumps virus,,,11161
395,http://purl.obolibrary.org/obo/MONDO_0020533,streptobacillary rat-bite fever,http://purl.obolibrary.org/obo/NCBITaxon_34105,Streptobacillus moniliformis,,,34105
396,http://purl.obolibrary.org/obo/MONDO_0020533,streptobacillary rat-bite fever,http://purl.obolibrary.org/obo/NCBITaxon_34105,Streptobacillus moniliformis,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,34105
397,http://purl.obolibrary.org/obo/MONDO_0016007,cocaine embryofetopathy,http://purl.obolibrary.org/obo/CHEBI_27958,cocaine,,,
398,http://purl.obolibrary.org/obo/MONDO_0001616,lobomycosis,http://purl.obolibrary.org/obo/NCBITaxon_121752,Lacazia loboi,,,121752
399,http://purl.obolibrary.org/obo/MONDO_0005741,egg allergy,http://purl.obolibrary.org/obo/FOODON_03420194,egg,,,
400,http://purl.obolibrary.org/obo/MONDO_0001532,capillariasis,http://purl.obolibrary.org/obo/NCBITaxon_119095,Capillaria,,,119095
401,http://purl.obolibrary.org/obo/MONDO_0005704,Ciliophora infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_5878,Ciliophora,,,5878
402,http://purl.obolibrary.org/obo/MONDO_0019632,Lyme disease,http://purl.obolibrary.org/obo/NCBITaxon_139,Borreliella burgdorferi,,,139
403,http://purl.obolibrary.org/obo/MONDO_0019632,Lyme disease,http://purl.obolibrary.org/obo/NCBITaxon_139,Borreliella burgdorferi,http://purl.obolibrary.org/obo/HP_0002315,Headache,139
404,http://purl.obolibrary.org/obo/MONDO_0019632,Lyme disease,http://purl.obolibrary.org/obo/NCBITaxon_139,Borreliella burgdorferi,http://purl.obolibrary.org/obo/HP_0011675,Arrhythmia,139
405,http://purl.obolibrary.org/obo/MONDO_0019632,Lyme disease,http://purl.obolibrary.org/obo/NCBITaxon_139,Borreliella burgdorferi,http://purl.obolibrary.org/obo/HP_0000988,Skin rash,139
406,http://purl.obolibrary.org/obo/MONDO_0005747,enterovirus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_12059,Enterovirus,,,12059
407,http://purl.obolibrary.org/obo/MONDO_0015803,wound botulism,http://purl.obolibrary.org/obo/NCBITaxon_36831,Clostridium botulinum F,,,36831
408,http://purl.obolibrary.org/obo/MONDO_0015803,wound botulism,http://purl.obolibrary.org/obo/NCBITaxon_36830,Clostridium botulinum E,,,36830
409,http://purl.obolibrary.org/obo/MONDO_0015803,wound botulism,http://purl.obolibrary.org/obo/NCBITaxon_36827,Clostridium botulinum B,,,36827
410,http://purl.obolibrary.org/obo/MONDO_0015803,wound botulism,http://purl.obolibrary.org/obo/NCBITaxon_36826,Clostridium botulinum A,,,36826
411,http://purl.obolibrary.org/obo/MONDO_0001628,tinea unguium,http://purl.obolibrary.org/obo/NCBITaxon_4890,Ascomycota,,,4890
412,http://purl.obolibrary.org/obo/MONDO_0005794,Herpesviridae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_10292,Herpesviridae,,,10292
413,http://purl.obolibrary.org/obo/MONDO_0005550,infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_1,root,,,1
414,http://purl.obolibrary.org/obo/MONDO_0004666,metagonimiasis,http://purl.obolibrary.org/obo/NCBITaxon_84529,Metagonimus yokogawai,,,84529
415,http://purl.obolibrary.org/obo/MONDO_0003471,Pediculus humanus capitis infestation,http://purl.obolibrary.org/obo/NCBITaxon_121226,Pediculus humanus capitis,,,121226
416,http://purl.obolibrary.org/obo/MONDO_0003471,Pediculus humanus capitis infestation,http://purl.obolibrary.org/obo/NCBITaxon_121226,Pediculus humanus capitis,http://purl.obolibrary.org/obo/HP_0000737,Irritability,121226
417,http://purl.obolibrary.org/obo/MONDO_0042974,parainfluenza virus type 3 infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11216,Human respirovirus 3,,,11216
418,http://purl.obolibrary.org/obo/MONDO_0025517,shrimp allergy,http://purl.obolibrary.org/obo/FOODON_00002239,shrimp food product,,,
419,http://purl.obolibrary.org/obo/MONDO_0005316,bacterial vaginosis,http://purl.obolibrary.org/obo/NCBITaxon_2702,Gardnerella vaginalis,,,2702
420,http://purl.obolibrary.org/obo/MONDO_0006688,byssinosis,http://purl.obolibrary.org/obo/ENVO_02000108,cotton dust,,,
421,http://purl.obolibrary.org/obo/MONDO_0001000,mixed mineral dust pneumoconiosis,http://purl.obolibrary.org/obo/ENVO_02000100,mineral dust,,,
422,http://purl.obolibrary.org/obo/MONDO_0005120,Drosophila C virus infection,http://purl.obolibrary.org/obo/NCBITaxon_64279,Drosophila C virus,,,64279
423,http://purl.obolibrary.org/obo/MONDO_0000790,Atlantic salmon allergy,http://purl.obolibrary.org/obo/NCBITaxon_8030,Salmo salar,,,8030
424,http://purl.obolibrary.org/obo/MONDO_0019345,shigellosis,http://purl.obolibrary.org/obo/NCBITaxon_621,Shigella boydii,,,621
425,http://purl.obolibrary.org/obo/MONDO_0019345,shigellosis,http://purl.obolibrary.org/obo/NCBITaxon_621,Shigella boydii,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,621
426,http://purl.obolibrary.org/obo/MONDO_0019345,shigellosis,http://purl.obolibrary.org/obo/NCBITaxon_621,Shigella boydii,http://purl.obolibrary.org/obo/HP_0002573,Hematochezia,621
427,http://purl.obolibrary.org/obo/MONDO_0005724,cryptococcosis,http://purl.obolibrary.org/obo/NCBITaxon_552467,Cryptococcus gattii VGIII,,,552467
428,http://purl.obolibrary.org/obo/MONDO_0005724,cryptococcosis,http://purl.obolibrary.org/obo/NCBITaxon_5207,Cryptococcus neoformans,,,5207
429,http://purl.obolibrary.org/obo/MONDO_0006013,visna disease,http://purl.obolibrary.org/obo/NCBITaxon_11741,Visna/maedi virus,,,11741
430,http://purl.obolibrary.org/obo/MONDO_0000705,Clostridium difficile colitis,http://purl.obolibrary.org/obo/NCBITaxon_1496,Clostridioides difficile,,,1496
431,http://purl.obolibrary.org/obo/MONDO_0000229,Indian tick typhus,http://purl.obolibrary.org/obo/NCBITaxon_317865,Rickettsia conorii subsp. indica,,,317865
432,http://purl.obolibrary.org/obo/MONDO_0006929,Proteus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_583,Proteus <enterobacteria>,,,583
433,http://purl.obolibrary.org/obo/MONDO_0024410,infection caused by Bifidobacterium,http://purl.obolibrary.org/obo/NCBITaxon_1678,Bifidobacterium,,,1678
434,http://purl.obolibrary.org/obo/MONDO_0001003,pneumoconiosis due to talc,http://purl.obolibrary.org/obo/ENVO_01001285,,,,
435,http://purl.obolibrary.org/obo/MONDO_0005738,echinococcosis,http://purl.obolibrary.org/obo/NCBITaxon_6209,Echinococcus,,,6209
436,http://purl.obolibrary.org/obo/MONDO_0005823,legionellosis,http://purl.obolibrary.org/obo/NCBITaxon_446,Legionella pneumophila,,,446
437,http://purl.obolibrary.org/obo/MONDO_0005672,blastomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5039,Blastomyces dermatitidis,,,5039
438,http://purl.obolibrary.org/obo/MONDO_0005940,respirovirus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_186938,Respirovirus,,,186938
439,http://purl.obolibrary.org/obo/MONDO_0016472,dracunculiasis,http://purl.obolibrary.org/obo/NCBITaxon_318479,Dracunculus medinensis,,,318479
440,http://purl.obolibrary.org/obo/MONDO_0016472,dracunculiasis,http://purl.obolibrary.org/obo/NCBITaxon_318479,Dracunculus medinensis,http://purl.obolibrary.org/obo/HP_0002013,Vomiting,318479
441,http://purl.obolibrary.org/obo/MONDO_0019147,myiasis,http://purl.obolibrary.org/obo/NCBITaxon_7147,Diptera,,,7147
442,http://purl.obolibrary.org/obo/MONDO_0001005,kaolin pneumoconiosis,http://purl.obolibrary.org/obo/ENVO_01001288,,,,
443,http://purl.obolibrary.org/obo/MONDO_0016466,asbestosis,http://purl.obolibrary.org/obo/ENVO_02000106,asbestos dust,,,
444,http://purl.obolibrary.org/obo/MONDO_0005645,ancylostomiasis,http://purl.obolibrary.org/obo/NCBITaxon_29169,Ancylostoma,http://purl.obolibrary.org/obo/HP_0001903,Anemia,29169
445,http://purl.obolibrary.org/obo/MONDO_0005645,ancylostomiasis,http://purl.obolibrary.org/obo/NCBITaxon_29169,Ancylostoma,,,29169
446,http://purl.obolibrary.org/obo/MONDO_0005645,ancylostomiasis,http://purl.obolibrary.org/obo/NCBITaxon_29169,Ancylostoma,http://purl.obolibrary.org/obo/HP_0002584,Intestinal bleeding,29169
447,http://purl.obolibrary.org/obo/MONDO_0006636,Actinobacillus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_713,Actinobacillus,,,713
448,http://purl.obolibrary.org/obo/MONDO_0000294,mesocestoidiasis,http://purl.obolibrary.org/obo/NCBITaxon_160008,Mesocestoides lineatus,,,160008
449,http://purl.obolibrary.org/obo/MONDO_0017775,melioidosis,http://purl.obolibrary.org/obo/NCBITaxon_28450,Burkholderia pseudomallei,,,28450
450,http://purl.obolibrary.org/obo/MONDO_0017775,melioidosis,http://purl.obolibrary.org/obo/NCBITaxon_28450,Burkholderia pseudomallei,http://purl.obolibrary.org/obo/HP_0002098,Respiratory distress,28450
451,http://purl.obolibrary.org/obo/MONDO_0001714,bejel,http://purl.obolibrary.org/obo/NCBITaxon_53436,Treponema pallidum subsp. endemicum,,,53436
452,http://purl.obolibrary.org/obo/MONDO_0000259,asymptomatic dengue,http://purl.obolibrary.org/obo/NCBITaxon_11053,Dengue virus 1,,,11053
453,http://purl.obolibrary.org/obo/MONDO_0000332,sennetsu fever,http://purl.obolibrary.org/obo/NCBITaxon_951,Neorickettsia sennetsu,,,951
454,http://purl.obolibrary.org/obo/MONDO_0000332,sennetsu fever,http://purl.obolibrary.org/obo/NCBITaxon_951,Neorickettsia sennetsu,http://purl.obolibrary.org/obo/HP_0002716,Lymphadenopathy,951
455,http://purl.obolibrary.org/obo/MONDO_0000332,sennetsu fever,http://purl.obolibrary.org/obo/NCBITaxon_951,Neorickettsia sennetsu,http://purl.obolibrary.org/obo/HP_0001433,Hepatosplenomegaly,951
456,http://purl.obolibrary.org/obo/MONDO_0005790,hepatitis A,http://purl.obolibrary.org/obo/NCBITaxon_12092,Hepatovirus A,,,12092
457,http://purl.obolibrary.org/obo/MONDO_0005790,hepatitis A,http://purl.obolibrary.org/obo/NCBITaxon_12092,Hepatovirus A,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,12092
458,http://purl.obolibrary.org/obo/MONDO_0005790,hepatitis A,http://purl.obolibrary.org/obo/NCBITaxon_12092,Hepatovirus A,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,12092
459,http://purl.obolibrary.org/obo/MONDO_0006544,erythema infectiosum,http://purl.obolibrary.org/obo/NCBITaxon_1511900,Primate erythroparvovirus 1,,,1511900
460,http://purl.obolibrary.org/obo/MONDO_0011648,radiation-induced meningioma,http://purl.obolibrary.org/obo/ENVO_01001026,electromagnetic radiation,,,
461,http://purl.obolibrary.org/obo/MONDO_0017880,Rift valley fever,http://purl.obolibrary.org/obo/NCBITaxon_11588,Rift Valley fever virus,http://purl.obolibrary.org/obo/HP_0000132,Menorrhagia,11588
462,http://purl.obolibrary.org/obo/MONDO_0017880,Rift valley fever,http://purl.obolibrary.org/obo/NCBITaxon_11588,Rift Valley fever virus,,,11588
463,http://purl.obolibrary.org/obo/MONDO_0017880,Rift valley fever,http://purl.obolibrary.org/obo/NCBITaxon_11588,Rift Valley fever virus,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,11588
464,http://purl.obolibrary.org/obo/MONDO_0005142,Pseudomonas aeruginosa CF5 infection,http://purl.obolibrary.org/obo/NCBITaxon_1402491,Pseudomonas aeruginosa CF5,,,1402491
465,http://purl.obolibrary.org/obo/MONDO_0005871,Nematoda infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_6231,Nematoda,,,6231
466,http://purl.obolibrary.org/obo/MONDO_0005909,Pestivirus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11095,Pestivirus,,,11095
467,http://purl.obolibrary.org/obo/MONDO_0005143,Pseudomonas aeruginosa PA14 infection,http://purl.obolibrary.org/obo/NCBITaxon_652611,Pseudomonas aeruginosa PA14,,,652611
468,http://purl.obolibrary.org/obo/MONDO_0019095,plague,http://purl.obolibrary.org/obo/NCBITaxon_632,Yersinia pestis,http://purl.obolibrary.org/obo/HP_0002315,Headache,632
469,http://purl.obolibrary.org/obo/MONDO_0019095,plague,http://purl.obolibrary.org/obo/NCBITaxon_632,Yersinia pestis,,,632
470,http://purl.obolibrary.org/obo/MONDO_0019095,plague,http://purl.obolibrary.org/obo/NCBITaxon_632,Yersinia pestis,http://purl.obolibrary.org/obo/HP_0002013,Vomiting,632
471,http://purl.obolibrary.org/obo/MONDO_0000378,malignant Sertoli cell tumor,http://purl.obolibrary.org/obo/CL_0000216,Sertoli cell,,,
472,http://purl.obolibrary.org/obo/MONDO_0000796,cow milk allergy (disease),http://purl.obolibrary.org/obo/FOODON_00001771,cow milk based food product,,,
473,http://purl.obolibrary.org/obo/MONDO_0043953,burkholderia infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_32008,Burkholderia,,,32008
474,http://purl.obolibrary.org/obo/MONDO_0019985,drug-related renal tubular dysgenesis,http://purl.obolibrary.org/obo/ECTO_0000509,exposure to drug,,,
475,http://purl.obolibrary.org/obo/MONDO_0000230,Israeli tick typhus,http://purl.obolibrary.org/obo/NCBITaxon_45258,Rickettsia conorii subsp. israelensis,,,45258
476,http://purl.obolibrary.org/obo/MONDO_0005875,Newcastle disease,http://purl.obolibrary.org/obo/NCBITaxon_11176,Avian avulavirus 1,,,11176
477,http://purl.obolibrary.org/obo/MONDO_0005875,Newcastle disease,http://purl.obolibrary.org/obo/NCBITaxon_11176,Avian avulavirus 1,http://purl.obolibrary.org/obo/HP_0000509,Conjunctivitis,11176
478,http://purl.obolibrary.org/obo/MONDO_0005875,Newcastle disease,http://purl.obolibrary.org/obo/NCBITaxon_11176,Avian avulavirus 1,http://purl.obolibrary.org/obo/HP_0003470,Paralysis,11176
479,http://purl.obolibrary.org/obo/MONDO_0015200,anisakiasis,http://purl.obolibrary.org/obo/NCBITaxon_6269,Anisakis simplex,,,6269
480,http://purl.obolibrary.org/obo/MONDO_0005957,setariasis,http://purl.obolibrary.org/obo/NCBITaxon_48796,Setaria <nematode>,,,48796
481,http://purl.obolibrary.org/obo/MONDO_0024388,Clostridium infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_1485,Clostridium,,,1485
482,http://purl.obolibrary.org/obo/MONDO_0018695,avian influenza,http://purl.obolibrary.org/obo/NCBITaxon_11320,Influenza A virus,,,11320
483,http://purl.obolibrary.org/obo/MONDO_0018695,avian influenza,http://purl.obolibrary.org/obo/NCBITaxon_11320,Influenza A virus,http://purl.obolibrary.org/obo/HP_0002090,Pneumonia,11320
484,http://purl.obolibrary.org/obo/MONDO_0001004,slate pneumoconiosis,http://purl.obolibrary.org/obo/ENVO_01001286,,,,
485,http://purl.obolibrary.org/obo/MONDO_0000801,green mud crab allergy,http://purl.obolibrary.org/obo/FOODON_03000004,green mud crab,,,
486,http://purl.obolibrary.org/obo/MONDO_0000310,Alkhurma hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_172148,Alkhumra hemorrhagic fever virus,,,172148
487,http://purl.obolibrary.org/obo/MONDO_0000310,Alkhurma hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_172148,Alkhumra hemorrhagic fever virus,http://purl.obolibrary.org/obo/HP_0001873,Thrombocytopenia,172148
488,http://purl.obolibrary.org/obo/MONDO_0000310,Alkhurma hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_172148,Alkhumra hemorrhagic fever virus,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,172148
489,http://purl.obolibrary.org/obo/MONDO_0044346,echinococcus granulosus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_6210,Echinococcus granulosus,,,6210
490,http://purl.obolibrary.org/obo/MONDO_0022529,BK-virus nephropathy,http://purl.obolibrary.org/obo/NCBITaxon_10629,,,,10629
491,http://purl.obolibrary.org/obo/MONDO_0005920,Plasmodium falciparum malaria,http://purl.obolibrary.org/obo/NCBITaxon_5833,Plasmodium falciparum,,,5833
492,http://purl.obolibrary.org/obo/MONDO_0000327,Buruli ulcer disease,http://purl.obolibrary.org/obo/NCBITaxon_1809,Mycobacterium ulcerans,,,1809
493,http://purl.obolibrary.org/obo/MONDO_0005701,chlamydia trachomatis infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_272561,Chlamydia trachomatis D/UW-3/CX,,,272561
494,http://purl.obolibrary.org/obo/MONDO_0005655,ascaridiasis,http://purl.obolibrary.org/obo/NCBITaxon_46684,Ascaridia,,,46684
495,http://purl.obolibrary.org/obo/MONDO_0025485,feline acquired immunodeficiency syndrome,http://purl.obolibrary.org/obo/NCBITaxon_11673,Feline immunodeficiency virus,,,11673
496,http://purl.obolibrary.org/obo/MONDO_0006872,nut allergic reaction,http://purl.obolibrary.org/obo/FOODON_03400685,022  tree nuts (tn) (ccpr),,,
497,http://purl.obolibrary.org/obo/MONDO_0001577,respiratory syncytial virus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11250,Human respiratory syncytial virus,http://purl.obolibrary.org/obo/HP_0002098,Respiratory distress,11250
498,http://purl.obolibrary.org/obo/MONDO_0001577,respiratory syncytial virus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11250,Human respiratory syncytial virus,,,11250
499,http://purl.obolibrary.org/obo/MONDO_0007024,Yersinia pseudotuberculosis infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_633,Yersinia pseudotuberculosis,,,633
500,http://purl.obolibrary.org/obo/MONDO_0005658,Astroviridae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_39733,Astroviridae,,,39733
501,http://purl.obolibrary.org/obo/MONDO_0021641,Bunyaviridae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11571,Bunyaviridae,,,11571
502,http://purl.obolibrary.org/obo/MONDO_0017416,postpoliomyelitis syndrome,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,,,12080
503,http://purl.obolibrary.org/obo/MONDO_0017416,postpoliomyelitis syndrome,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,http://purl.obolibrary.org/obo/HP_0010535,Sleep apnea,12080
504,http://purl.obolibrary.org/obo/MONDO_0017416,postpoliomyelitis syndrome,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,http://purl.obolibrary.org/obo/HP_0001324,Muscle weakness,12080
505,http://purl.obolibrary.org/obo/MONDO_0000785,peach allergy,http://purl.obolibrary.org/obo/NCBITaxon_3760,Prunus persica,,,3760
506,http://purl.obolibrary.org/obo/MONDO_0005121,Enterococcus faecalis infection,http://purl.obolibrary.org/obo/NCBITaxon_1351,Enterococcus faecalis,,,1351
507,http://purl.obolibrary.org/obo/MONDO_0019377,Mycoplasma encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_2104,Mycoplasma pneumoniae,,,2104
508,http://purl.obolibrary.org/obo/MONDO_0025303,anaplasmosis,http://purl.obolibrary.org/obo/NCBITaxon_768,Anaplasma,,,768
509,http://purl.obolibrary.org/obo/MONDO_0000343,Barmah forest virus disease,http://purl.obolibrary.org/obo/NCBITaxon_11020,Barmah Forest virus,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,11020
510,http://purl.obolibrary.org/obo/MONDO_0000343,Barmah forest virus disease,http://purl.obolibrary.org/obo/NCBITaxon_11020,Barmah Forest virus,,,11020
511,http://purl.obolibrary.org/obo/MONDO_0005952,scarlet fever,http://purl.obolibrary.org/obo/NCBITaxon_1314,Streptococcus pyogenes,,,1314
